order_id,customer_id,product_id,order_date,amount,profit,quantity,category,subcategory
O18198,C9558,P999,2022-12-14,1460.64,252.92,4,Office Supplies,Notebooks
O18199,C3836,P601,2024-07-22,596.53,137.89,9,Clothing,Jackets
O18200,C9842,P294,2021-09-01,381.66,415.94,7,Office Supplies,Pens
O18201,C1551,P446,2022-04-12,966.13,412.48,5,Clothing,Shirts
O18202,C2700,P579,2023-03-11,485.95,58.67,3,Home Decor,Curtains
O18203,C7900,P623,2023-12-02,970.26,254.09,6,Home Decor,Lamps
O18204,C1517,P348,2020-06-18,1806.12,62.36,8,Clothing,Pants
O18205,C3869,P784,2023-08-18,876.16,172.95,9,Toys,Board Games
O18206,C8948,P434,2020-07-08,1722.44,171.46,4,Office Supplies,Staplers
O18207,C7833,P655,2024-01-20,644.46,122.93,7,Clothing,Jackets
O18208,C6342,P938,2024-03-29,518.39,274.09,6,Clothing,Jackets
O18209,C8171,P975,2023-10-14,1838.82,167.79,9,Office Supplies,Notebooks
O18210,C6971,P775,2022-06-27,544.3,329.64,4,Toys,Action Figures
O18211,C5288,P327,2022-10-20,1811.29,360.73,7,Clothing,Jackets
O18212,C5189,P621,2024-03-09,1980.03,31.36,6,Electronics,Headphones
O18213,C7637,P898,2022-01-21,947.57,233.92,2,Office Supplies,Notebooks
O18214,C9060,P725,2021-07-25,1433.21,438.8,10,Furniture,Chairs
O18215,C6766,P345,2021-02-16,200.19,310.28,10,Office Supplies,Notebooks
O18216,C5165,P448,2022-12-16,1924.79,261.02,5,Home Decor,Wall Art
O18217,C4242,P393,2020-04-22,1569.73,245.94,3,Electronics,Laptops
O18218,C4811,P396,2022-05-14,1128.56,17.21,1,Furniture,Tables
O18219,C7269,P890,2021-12-01,1421.45,426.39,2,Furniture,Tables
O18220,C2120,P943,2022-09-20,1789.48,180.16,10,Home Decor,Lamps
O18221,C5379,P617,2020-02-03,1606.12,290.5,6,Home Decor,Clocks
O18222,C8046,P132,2022-08-07,805.4,333.76,10,Toys,Action Figures
O18223,C7950,P625,2024-12-16,835.08,277.64,3,Furniture,Chairs
O18224,C3286,P177,2022-09-20,1607.25,403.03,1,Clothing,Pants
O18225,C8805,P519,2022-02-22,961.59,491.74,10,Toys,Action Figures
O18226,C9328,P517,2024-11-15,1406.26,357.62,5,Office Supplies,Pens
O18227,C9897,P904,2024-07-19,322.92,49.23,10,Furniture,Sofas
O18228,C5629,P632,2020-06-05,147.73,385.19,4,Toys,Dolls
O18229,C6929,P882,2020-02-29,1489.8,189.09,3,Home Decor,Lamps
O18230,C6690,P265,2023-12-23,1791.79,144.6,2,Home Decor,Curtains
O18231,C3343,P718,2023-03-26,362.81,137.61,10,Clothing,Shoes
O18232,C9873,P577,2024-01-11,1564.72,482.44,7,Furniture,Tables
O18233,C8506,P194,2021-04-03,941.95,26.09,6,Electronics,TVs
O18234,C5344,P468,2024-11-14,1512.89,183.79,6,Clothing,Pants
O18235,C1430,P431,2024-11-07,598.49,12.22,10,Furniture,Tables
O18236,C3704,P768,2021-11-04,609.56,94.04,3,Furniture,Sofas
O18237,C5610,P142,2024-11-22,1789.85,446.31,6,Toys,Puzzles
O18238,C4437,P968,2022-02-26,245.3,417.46,9,Toys,Dolls
O18239,C2383,P767,2023-03-12,1597.25,180.38,10,Office Supplies,Staplers
O18240,C2988,P218,2023-04-19,474.06,140.43,1,Furniture,Sofas
O18241,C7860,P280,2021-08-31,645.11,301.91,7,Office Supplies,Notebooks
O18242,C5634,P922,2023-03-16,1297.36,341.52,7,Clothing,Pants
O18243,C1177,P143,2020-11-09,1168.9,10.92,2,Clothing,Pants
O18244,C6045,P452,2024-01-10,1290.38,108.11,8,Electronics,Phones
O18245,C1083,P134,2022-01-17,1961.37,15.96,9,Toys,Puzzles
O18246,C9478,P579,2024-04-28,489.75,12.79,5,Office Supplies,Printers
O18247,C7382,P536,2020-04-27,92.07,456.38,9,Furniture,Tables
O18248,C2323,P812,2021-10-28,682.93,361.69,6,Furniture,Sofas
O18249,C1991,P322,2022-05-22,1282.93,29.76,5,Clothing,Pants
O18250,C5160,P542,2024-06-03,294.7,224.94,4,Toys,Board Games
O18251,C4767,P843,2020-02-05,573.35,460.97,4,Office Supplies,Staplers
O18252,C3021,P126,2023-10-12,418.29,57.73,8,Furniture,Cabinets
O18253,C5785,P768,2023-08-04,1469.09,315.27,4,Electronics,Headphones
O18254,C7534,P940,2021-11-26,1306.52,223.49,7,Furniture,Chairs
O18255,C5552,P418,2024-10-31,671.08,54.83,10,Home Decor,Wall Art
O18256,C8086,P661,2021-04-30,666.25,36.51,1,Office Supplies,Staplers
O18257,C2544,P232,2023-07-08,777.13,371.22,8,Clothing,Shirts
O18258,C7414,P399,2023-08-21,949.37,46.32,3,Office Supplies,Notebooks
O18259,C7543,P220,2023-08-16,1535.4,358.77,1,Home Decor,Lamps
O18260,C8541,P560,2024-01-29,572.42,184.29,9,Office Supplies,Notebooks
O18261,C3201,P489,2020-02-01,26.31,285.16,5,Clothing,Shirts
O18262,C5476,P526,2021-09-13,1593.83,445.44,9,Electronics,Headphones
O18263,C3161,P166,2023-03-22,1119.15,437.06,2,Toys,Dolls
O18264,C2223,P822,2024-04-01,1189.34,252.05,7,Home Decor,Clocks
O18265,C2222,P121,2021-06-09,1802.59,440.62,1,Office Supplies,Pens
O18266,C4466,P172,2023-02-16,1304.44,32.11,1,Office Supplies,Pens
O18267,C1537,P324,2020-06-01,1608.48,78.63,9,Furniture,Cabinets
O18268,C1858,P292,2024-02-28,467.99,41.04,9,Clothing,Jackets
O18269,C5337,P988,2022-06-30,1310.17,387.71,6,Toys,Dolls
O18270,C9655,P394,2024-11-09,86.52,67.71,3,Electronics,Phones
O18271,C9541,P529,2022-02-24,268.15,164.76,4,Clothing,Jackets
O18272,C7121,P212,2020-03-10,1351.22,296.51,2,Furniture,Tables
O18273,C2168,P155,2021-06-05,1592.11,441.44,5,Clothing,Pants
O18274,C5157,P870,2022-07-21,937.83,416.3,7,Toys,Board Games
O18275,C8316,P611,2021-08-23,1046.95,171.86,7,Office Supplies,Printers
O18276,C3627,P797,2023-10-17,1604.69,168.48,3,Office Supplies,Staplers
O18277,C9817,P877,2024-02-24,430.08,35.54,3,Clothing,Shirts
O18278,C4549,P632,2020-02-12,1983.3,440.71,4,Electronics,TVs
O18279,C5133,P549,2023-07-06,961.13,348.91,1,Toys,Puzzles
O18280,C1546,P939,2020-10-23,745.83,121.29,1,Clothing,Shirts
O18281,C7833,P240,2022-12-16,454.71,51.66,10,Office Supplies,Pens
O18282,C4124,P184,2024-02-01,387.48,41.56,9,Electronics,Laptops
O18283,C5012,P913,2022-06-27,818.79,416.45,10,Clothing,Shirts
O18284,C1179,P486,2022-05-07,401.23,497.34,6,Toys,Puzzles
O18285,C1505,P677,2022-11-06,584.44,354.37,4,Clothing,Shirts
O18286,C3673,P757,2021-12-11,92.57,313.87,4,Clothing,Jackets
O18287,C4139,P118,2020-07-02,796.36,80.14,10,Toys,Dolls
O18288,C7281,P853,2024-11-27,940.03,224.54,9,Electronics,TVs
O18289,C7505,P212,2022-07-09,460.65,380.56,7,Home Decor,Wall Art
O18290,C6799,P825,2023-11-21,1727.17,96.7,6,Electronics,TVs
O18291,C1441,P330,2020-04-05,822.8,49.07,8,Furniture,Cabinets
O18292,C9478,P653,2024-10-08,1186.39,425.01,4,Furniture,Sofas
O18293,C4220,P993,2021-11-28,1150.17,23.47,8,Home Decor,Lamps
O18294,C8344,P185,2020-09-10,651.78,4.32,8,Toys,Dolls
O18295,C7780,P737,2022-01-03,660.73,70.7,3,Furniture,Tables
O18296,C9970,P957,2022-09-13,412.16,69.11,10,Toys,Board Games
O18297,C8928,P419,2020-08-04,1195.91,121.85,10,Electronics,Laptops
O18298,C1969,P846,2024-11-02,1943.02,207.76,7,Furniture,Sofas
O18299,C5143,P366,2020-08-31,1540.96,6.24,4,Electronics,Phones
O18300,C8519,P406,2023-09-29,1020.82,10.47,9,Electronics,Headphones
O18301,C1600,P379,2024-03-16,1920.36,495.08,10,Electronics,Phones
O18302,C3751,P531,2020-03-15,904.01,466.54,3,Home Decor,Clocks
O18303,C4920,P573,2024-01-11,978.23,21.26,5,Clothing,Shoes
O18304,C8383,P291,2022-08-30,1696.57,225.15,5,Clothing,Shirts
O18305,C7902,P762,2021-12-25,152.25,216.61,8,Furniture,Chairs
O18306,C4378,P490,2022-06-07,73.62,193.11,2,Home Decor,Lamps
O18307,C2381,P562,2022-08-06,1700.6,102.34,2,Toys,Board Games
O18308,C5117,P948,2021-01-02,1154.06,29.86,6,Furniture,Sofas
O18309,C5292,P278,2021-02-09,688.3,138.58,2,Furniture,Tables
O18310,C4820,P810,2021-05-03,570.4,436.35,9,Clothing,Jackets
O18311,C1073,P907,2022-09-09,1847.32,398.12,7,Office Supplies,Notebooks
O18312,C3692,P717,2022-12-14,1151.75,102.42,3,Clothing,Pants
O18313,C2092,P452,2024-01-15,139.55,318.98,5,Office Supplies,Staplers
O18314,C7424,P477,2023-04-22,973.97,456.77,2,Home Decor,Wall Art
O18315,C9279,P523,2020-03-07,1754.87,365.78,2,Furniture,Chairs
O18316,C4323,P122,2022-03-21,1404.37,106.88,7,Home Decor,Lamps
O18317,C4817,P470,2021-03-22,956.62,89.15,4,Clothing,Shirts
O18318,C7221,P821,2021-05-14,152.74,158.62,5,Furniture,Cabinets
O18319,C1446,P971,2022-03-10,750.83,309.77,10,Furniture,Cabinets
O18320,C5993,P144,2023-03-20,1048.03,369.97,2,Toys,Action Figures
O18321,C8464,P954,2024-10-07,810.45,491.34,7,Clothing,Shoes
O18322,C9631,P991,2022-01-04,1413.41,113.29,2,Home Decor,Lamps
O18323,C9353,P760,2020-08-16,688.52,241.9,8,Home Decor,Wall Art
O18324,C8231,P797,2024-07-15,1761.61,205.95,4,Home Decor,Clocks
O18325,C7064,P389,2020-02-10,1207.38,300.53,6,Electronics,Laptops
O18326,C1478,P347,2022-09-23,669.61,438.64,4,Furniture,Cabinets
O18327,C6213,P163,2020-02-13,1459.06,87.51,9,Furniture,Chairs
O18328,C4108,P542,2024-10-06,337.85,124.32,1,Electronics,Headphones
O18329,C8959,P318,2024-04-08,1820.03,325.98,2,Clothing,Shirts
O18330,C7128,P486,2021-05-02,1717.8,135.47,2,Office Supplies,Notebooks
O18331,C3662,P543,2021-05-22,1116.9,2.7,6,Furniture,Tables
O18332,C6813,P371,2021-05-06,1020.9,199.62,10,Electronics,Phones
O18333,C6872,P714,2020-01-27,1016.33,103.75,3,Electronics,Phones
O18334,C9719,P699,2024-07-22,455.44,209.85,1,Office Supplies,Printers
O18335,C5265,P245,2020-05-31,258.02,175.39,4,Electronics,TVs
O18336,C8586,P721,2023-04-07,1975.78,361.34,1,Furniture,Tables
O18337,C8094,P526,2020-05-22,167.56,47.12,10,Office Supplies,Printers
O18338,C4401,P978,2021-11-21,1011.01,478.4,7,Clothing,Pants
O18339,C1539,P714,2023-07-07,943.96,459.4,1,Furniture,Chairs
O18340,C1164,P878,2024-02-24,1341.11,195.74,10,Furniture,Sofas
O18341,C1834,P318,2020-04-28,1673.91,411.43,10,Clothing,Pants
O18342,C6915,P497,2020-05-19,597.39,253.68,4,Clothing,Shirts
O18343,C4040,P480,2021-10-23,1947.34,422.68,8,Electronics,Phones
O18344,C4433,P392,2021-02-10,1946.96,315.28,10,Office Supplies,Staplers
O18345,C9922,P481,2024-12-23,1194.4,159.38,9,Toys,Board Games
O18346,C5685,P103,2022-01-29,542.08,85.48,7,Furniture,Chairs
O18347,C1277,P148,2024-08-31,405.96,32.03,5,Electronics,TVs
O18348,C1337,P902,2020-12-15,751.7,201.38,6,Home Decor,Wall Art
O18349,C8333,P773,2023-11-09,1956.83,123.72,1,Electronics,Headphones
O18350,C6918,P265,2024-06-05,1601.84,112.62,5,Clothing,Shirts
O18351,C3738,P528,2021-05-11,920.24,405.77,7,Office Supplies,Pens
O18352,C5443,P244,2020-11-13,708.47,451.9,1,Home Decor,Clocks
O18353,C3408,P177,2023-06-22,1451.88,268.36,9,Home Decor,Curtains
O18354,C7144,P628,2021-01-17,633.95,220.24,1,Furniture,Sofas
O18355,C9656,P533,2024-06-23,425.05,75.94,7,Furniture,Cabinets
O18356,C6701,P625,2021-11-22,1817.54,372.49,7,Home Decor,Curtains
O18357,C2788,P809,2024-03-29,442.2,425.42,8,Furniture,Sofas
O18358,C7174,P754,2020-08-31,503.71,225.8,6,Toys,Puzzles
O18359,C1412,P563,2020-09-22,1417.62,345.41,6,Furniture,Cabinets
O18360,C2338,P763,2021-09-17,1012.83,39.44,9,Furniture,Chairs
O18361,C3915,P281,2022-01-27,1493.55,421.38,8,Electronics,Laptops
O18362,C3815,P499,2023-12-17,1667.12,220.96,4,Office Supplies,Printers
O18363,C6782,P155,2024-07-31,1612.29,456.53,10,Home Decor,Clocks
O18364,C5568,P930,2023-03-06,1422.7,278.58,6,Office Supplies,Staplers
O18365,C5547,P406,2024-04-09,417.55,103.33,10,Clothing,Shoes
O18366,C9501,P633,2022-03-16,1381.45,323.29,9,Toys,Dolls
O18367,C2460,P766,2022-06-11,737.06,265.46,5,Clothing,Shoes
O18368,C5158,P980,2020-01-03,1223.56,491.94,6,Electronics,Laptops
O18369,C9853,P741,2020-06-24,242.63,180.54,10,Clothing,Shirts
O18370,C1591,P103,2023-04-29,1694.61,335.98,2,Office Supplies,Staplers
O18371,C9824,P139,2023-07-31,1326.24,64.06,2,Clothing,Shoes
O18372,C2617,P417,2021-11-12,660.2,106.98,7,Furniture,Sofas
O18373,C6371,P968,2020-06-13,572.56,238.54,2,Office Supplies,Notebooks
O18374,C9150,P964,2020-09-11,41.95,240.4,4,Clothing,Shirts
O18375,C6896,P726,2022-09-16,1268.81,391.24,6,Electronics,Phones
O18376,C9398,P428,2024-06-17,83.23,191.95,9,Home Decor,Lamps
O18377,C4310,P795,2020-12-25,210.92,179.87,10,Toys,Board Games
O18378,C1348,P179,2024-12-01,1107.99,237.49,8,Clothing,Shoes
O18379,C3532,P440,2022-07-07,886.83,234.53,10,Office Supplies,Printers
O18380,C7577,P914,2024-03-01,527.26,260.18,5,Office Supplies,Pens
O18381,C2391,P741,2023-08-01,1989.16,3.57,8,Toys,Action Figures
O18382,C6554,P913,2021-11-29,1664.3,164.51,7,Office Supplies,Printers
O18383,C6057,P849,2023-02-02,146.15,434.79,8,Toys,Puzzles
O18384,C1721,P430,2022-06-10,1853.67,183.86,2,Furniture,Sofas
O18385,C9152,P364,2022-10-26,198.16,158.45,8,Office Supplies,Printers
O18386,C6908,P594,2024-07-26,283.0,27.63,2,Home Decor,Wall Art
O18387,C3056,P226,2020-08-10,132.18,270.64,1,Clothing,Shoes
O18388,C3208,P544,2024-08-30,1527.14,440.87,10,Electronics,Headphones
O18389,C2443,P810,2021-08-21,1298.76,160.91,10,Toys,Puzzles
O18390,C1545,P524,2023-02-10,706.91,268.63,3,Office Supplies,Pens
O18391,C1305,P608,2024-02-03,682.52,452.74,4,Electronics,Phones
O18392,C9506,P215,2020-11-19,1982.21,338.8,1,Toys,Dolls
O18393,C9020,P928,2022-09-03,1422.64,471.76,8,Office Supplies,Notebooks
O18394,C4191,P761,2023-02-25,1514.57,77.5,1,Furniture,Chairs
O18395,C2138,P307,2020-07-21,1222.62,411.23,1,Office Supplies,Staplers
O18396,C3081,P976,2022-01-07,286.52,108.38,8,Toys,Dolls
O18397,C3471,P711,2023-02-20,1366.51,204.41,2,Office Supplies,Staplers
O18398,C6544,P340,2022-01-27,104.6,487.68,5,Office Supplies,Staplers
O18399,C4924,P582,2020-04-14,982.87,13.49,5,Office Supplies,Printers
O18400,C5395,P276,2020-07-14,217.29,265.91,9,Furniture,Sofas
O18401,C4261,P313,2023-05-05,1234.9,339.26,6,Home Decor,Wall Art
O18402,C3137,P312,2020-04-09,967.27,91.7,4,Clothing,Jackets
O18403,C4431,P583,2023-12-11,351.63,60.32,8,Electronics,Laptops
O18404,C7926,P475,2024-10-30,174.73,267.67,2,Electronics,Laptops
O18405,C8418,P642,2020-08-28,451.41,369.63,8,Office Supplies,Pens
O18406,C3038,P317,2024-09-27,701.93,422.53,9,Furniture,Cabinets
O18407,C6066,P174,2020-11-21,616.89,475.84,5,Home Decor,Curtains
O18408,C4272,P346,2021-03-11,1190.52,372.28,10,Electronics,Phones
O18409,C5552,P767,2022-06-27,1096.21,31.16,3,Electronics,Laptops
O18410,C5203,P891,2024-04-01,1151.96,72.48,7,Home Decor,Wall Art
O18411,C7798,P730,2022-08-12,226.88,485.07,2,Toys,Action Figures
O18412,C9911,P951,2022-12-28,1412.61,280.83,7,Electronics,TVs
O18413,C9382,P228,2022-03-14,1326.97,408.18,8,Toys,Board Games
O18414,C6200,P746,2021-08-12,967.2,426.22,1,Office Supplies,Staplers
O18415,C9202,P484,2022-03-05,289.35,330.54,9,Clothing,Pants
O18416,C8887,P404,2020-12-15,941.92,243.81,9,Office Supplies,Printers
O18417,C9006,P954,2022-06-05,1051.72,204.26,1,Home Decor,Wall Art
O18418,C4975,P489,2020-02-17,1932.18,246.53,2,Office Supplies,Staplers
O18419,C8706,P226,2022-07-09,365.2,351.59,9,Clothing,Shoes
O18420,C2755,P635,2023-06-01,352.02,95.04,6,Home Decor,Curtains
O18421,C8318,P452,2024-10-25,264.48,99.08,6,Electronics,TVs
O18422,C1448,P799,2020-09-20,1991.58,117.48,6,Furniture,Sofas
O18423,C1617,P130,2022-09-03,1350.88,256.83,3,Clothing,Jackets
O18424,C4779,P398,2022-06-15,399.45,100.17,10,Home Decor,Wall Art
O18425,C7859,P281,2021-04-22,1822.03,211.49,10,Office Supplies,Pens
O18426,C1983,P835,2024-10-03,1951.91,229.79,3,Office Supplies,Notebooks
O18427,C4520,P381,2022-06-01,378.65,416.93,2,Furniture,Sofas
O18428,C4227,P334,2024-09-18,1467.19,203.31,6,Toys,Action Figures
O18429,C2639,P805,2022-05-22,841.65,338.04,7,Furniture,Tables
O18430,C8212,P276,2024-11-04,1470.17,185.65,5,Office Supplies,Printers
O18431,C7073,P876,2021-03-18,398.08,395.84,3,Clothing,Jackets
O18432,C4326,P781,2024-09-01,1802.72,172.02,1,Clothing,Jackets
O18433,C6174,P767,2024-01-27,1046.23,212.74,6,Office Supplies,Printers
O18434,C7729,P558,2024-04-27,1782.45,347.98,7,Toys,Dolls
O18435,C8098,P561,2020-06-06,906.16,2.0,2,Clothing,Shirts
O18436,C4127,P364,2022-09-06,162.5,37.95,2,Clothing,Pants
O18437,C4618,P647,2020-10-22,1815.3,55.12,4,Office Supplies,Staplers
O18438,C7299,P539,2024-08-06,437.77,397.21,10,Home Decor,Curtains
O18439,C9431,P627,2022-09-28,1702.91,17.85,6,Furniture,Sofas
O18440,C6053,P263,2024-09-13,782.22,101.33,4,Office Supplies,Printers
O18441,C3350,P379,2020-08-03,549.44,90.34,10,Clothing,Jackets
O18442,C3059,P150,2022-03-29,1594.84,359.4,5,Furniture,Cabinets
O18443,C2939,P798,2020-07-24,1501.76,396.84,1,Furniture,Sofas
O18444,C8277,P571,2021-01-25,1818.04,308.49,9,Furniture,Sofas
O18445,C4282,P417,2021-11-15,457.59,446.34,6,Clothing,Pants
O18446,C2864,P468,2020-08-31,195.5,454.21,1,Toys,Action Figures
O18447,C3048,P994,2021-10-30,442.82,213.07,3,Clothing,Jackets
O18448,C2026,P537,2022-05-31,633.15,224.19,1,Home Decor,Clocks
O18449,C3879,P137,2021-07-09,1707.26,384.59,3,Clothing,Shoes
O18450,C4424,P743,2024-06-25,1280.07,123.09,9,Office Supplies,Pens
O18451,C1310,P481,2021-05-03,1462.58,289.55,2,Office Supplies,Notebooks
O18452,C8250,P769,2024-05-21,161.3,282.68,3,Clothing,Jackets
O18453,C6113,P887,2024-02-03,1129.6,239.53,6,Electronics,TVs
O18454,C3556,P340,2024-02-23,1024.11,213.49,7,Electronics,Phones
O18455,C1536,P268,2023-08-10,504.46,325.18,1,Electronics,TVs
O18456,C8615,P934,2021-01-18,1657.34,113.79,9,Furniture,Chairs
O18457,C8797,P743,2022-10-19,1521.0,338.14,4,Furniture,Tables
O18458,C3700,P863,2020-12-07,1128.16,124.83,9,Electronics,Headphones
O18459,C7563,P446,2020-03-16,1142.09,324.01,9,Clothing,Shirts
O18460,C4866,P948,2024-02-16,277.59,333.86,7,Office Supplies,Pens
O18461,C8393,P833,2020-07-29,751.99,94.21,8,Office Supplies,Pens
O18462,C6925,P183,2024-05-22,1297.04,370.0,8,Electronics,Phones
O18463,C5731,P323,2021-10-20,1138.16,445.78,10,Office Supplies,Staplers
O18464,C7103,P331,2020-12-31,628.74,234.93,3,Home Decor,Curtains
O18465,C4047,P159,2024-10-27,1350.19,350.26,4,Toys,Board Games
O18466,C5772,P670,2021-08-05,1095.79,390.82,3,Clothing,Pants
O18467,C5365,P330,2020-05-07,1606.24,428.69,10,Office Supplies,Pens
O18468,C5866,P565,2022-02-26,1861.57,349.56,6,Home Decor,Curtains
O18469,C3980,P552,2024-10-15,1240.1,79.03,5,Furniture,Cabinets
O18470,C5818,P496,2022-02-10,227.67,340.88,9,Furniture,Tables
O18471,C5554,P430,2024-09-27,1598.24,78.97,6,Clothing,Pants
O18472,C9304,P789,2024-03-11,1523.48,100.38,2,Clothing,Shirts
O18473,C8467,P432,2022-12-05,493.37,100.74,8,Clothing,Shoes
O18474,C3781,P638,2024-05-09,94.95,26.4,8,Furniture,Tables
O18475,C2340,P157,2020-01-26,1781.81,115.2,3,Toys,Dolls
O18476,C5561,P950,2021-12-03,547.15,203.06,4,Electronics,Headphones
O18477,C5623,P353,2021-03-01,595.1,134.77,6,Home Decor,Curtains
O18478,C1740,P345,2023-03-18,886.82,460.53,6,Toys,Action Figures
O18479,C3575,P131,2021-07-05,588.35,361.85,9,Electronics,Headphones
O18480,C8531,P753,2021-01-07,1047.09,39.19,2,Home Decor,Clocks
O18481,C1487,P109,2023-07-16,558.92,91.92,10,Clothing,Shoes
O18482,C4954,P883,2023-12-03,1032.39,300.8,3,Clothing,Shoes
O18483,C3036,P672,2022-05-01,1990.1,216.31,6,Electronics,Headphones
O18484,C2158,P507,2023-03-26,1314.37,255.0,1,Home Decor,Clocks
O18485,C7175,P877,2023-09-20,1394.71,41.33,7,Office Supplies,Staplers
O18486,C3560,P105,2022-05-06,233.34,238.72,2,Toys,Puzzles
O18487,C3194,P478,2021-05-01,126.91,56.92,3,Electronics,Laptops
O18488,C7157,P709,2024-05-04,479.01,432.03,9,Home Decor,Lamps
O18489,C9567,P352,2021-08-22,1996.37,199.86,7,Toys,Action Figures
O18490,C2589,P664,2024-12-19,970.93,341.3,1,Clothing,Shoes
O18491,C5043,P312,2021-01-24,1762.38,71.49,9,Home Decor,Wall Art
O18492,C1452,P627,2022-01-21,186.14,330.84,4,Furniture,Cabinets
O18493,C2510,P464,2022-06-11,1847.03,223.23,4,Clothing,Jackets
O18494,C2530,P483,2022-04-03,51.35,107.14,1,Toys,Action Figures
O18495,C9096,P185,2022-05-27,1432.65,41.12,6,Electronics,Headphones
O18496,C9436,P488,2021-07-26,1171.25,195.11,6,Clothing,Pants
O18497,C5169,P241,2024-02-05,401.95,436.28,4,Toys,Dolls
O18498,C5075,P742,2023-03-11,526.53,37.25,3,Electronics,Headphones
O18499,C5674,P363,2021-01-20,1259.17,377.73,4,Toys,Action Figures
O18500,C3425,P950,2023-12-10,581.13,209.22,6,Clothing,Shoes
O18501,C8738,P112,2023-06-24,568.07,81.53,1,Electronics,Phones
O18502,C3723,P284,2020-12-12,50.91,135.05,8,Toys,Action Figures
O18503,C4238,P334,2023-02-26,90.28,458.89,3,Toys,Action Figures
O18504,C7730,P754,2022-07-03,412.46,484.37,9,Home Decor,Curtains
O18505,C1288,P991,2023-11-12,905.57,55.52,3,Toys,Action Figures
O18506,C9939,P602,2022-03-28,641.26,269.47,1,Toys,Puzzles
O18507,C3707,P965,2024-03-09,1027.82,264.81,8,Electronics,TVs
O18508,C7341,P144,2022-12-19,1621.17,110.25,5,Home Decor,Lamps
O18509,C5813,P725,2020-06-06,937.02,388.65,6,Office Supplies,Staplers
O18510,C1149,P873,2024-04-04,924.95,220.05,10,Furniture,Chairs
O18511,C2166,P330,2024-05-05,1364.2,318.56,7,Electronics,Headphones
O18512,C6932,P170,2024-05-17,559.11,255.53,4,Furniture,Sofas
O18513,C2088,P213,2024-12-30,313.65,361.42,2,Furniture,Sofas
O18514,C9416,P206,2024-11-22,689.18,283.76,5,Furniture,Sofas
O18515,C2024,P581,2024-01-06,78.46,264.78,3,Clothing,Pants
O18516,C8997,P764,2023-11-14,1086.84,246.46,7,Home Decor,Clocks
O18517,C1043,P643,2023-03-17,567.33,80.64,6,Electronics,Phones
O18518,C8718,P271,2024-01-27,1160.36,140.39,8,Furniture,Sofas
O18519,C9209,P249,2021-04-04,694.25,304.51,1,Furniture,Cabinets
O18520,C4610,P787,2024-02-14,97.13,241.58,5,Electronics,Headphones
O18521,C1040,P884,2021-09-14,662.92,84.07,5,Electronics,Laptops
O18522,C6796,P718,2020-09-28,795.99,303.39,1,Clothing,Jackets
O18523,C9762,P102,2021-08-09,1502.18,21.52,6,Clothing,Shirts
O18524,C4508,P708,2022-09-01,445.11,126.87,4,Toys,Dolls
O18525,C3113,P879,2024-05-18,540.38,76.29,2,Furniture,Cabinets
O18526,C6642,P990,2023-06-22,464.85,11.98,4,Home Decor,Clocks
O18527,C6749,P478,2022-08-22,487.38,218.2,5,Furniture,Tables
O18528,C6206,P795,2024-12-10,1017.67,407.21,7,Furniture,Tables
O18529,C7217,P963,2022-10-15,1389.55,359.01,5,Home Decor,Curtains
O18530,C4888,P105,2021-12-24,1944.69,329.32,4,Furniture,Cabinets
O18531,C8023,P735,2021-11-23,22.93,84.93,7,Electronics,TVs
O18532,C2847,P778,2022-11-25,1247.48,173.96,7,Clothing,Shirts
O18533,C4592,P910,2022-11-25,1749.03,209.41,10,Office Supplies,Printers
O18534,C6259,P257,2024-09-13,1793.05,299.23,6,Clothing,Jackets
O18535,C9437,P565,2023-12-17,1268.49,25.54,3,Toys,Dolls
O18536,C5879,P589,2023-07-30,660.0,436.54,4,Furniture,Sofas
O18537,C4296,P662,2023-06-29,192.72,102.31,8,Home Decor,Clocks
O18538,C5867,P203,2023-09-06,629.51,9.99,7,Clothing,Jackets
O18539,C7933,P885,2021-09-04,777.25,146.63,7,Toys,Dolls
O18540,C1535,P184,2024-09-17,1935.56,289.81,7,Home Decor,Lamps
O18541,C6433,P845,2020-07-24,418.89,331.77,9,Toys,Board Games
O18542,C7248,P892,2023-10-21,126.55,447.37,8,Electronics,Laptops
O18543,C2958,P766,2020-04-24,575.79,466.78,6,Toys,Board Games
O18544,C1295,P540,2020-09-24,868.0,218.58,4,Office Supplies,Staplers
O18545,C5885,P415,2021-02-26,757.28,10.11,3,Furniture,Sofas
O18546,C6421,P495,2024-07-13,1543.58,433.34,3,Office Supplies,Pens
O18547,C8292,P994,2022-02-11,160.44,467.75,8,Office Supplies,Printers
O18548,C8437,P576,2024-07-09,1750.06,11.95,8,Home Decor,Curtains
O18549,C7139,P454,2023-04-06,1941.33,127.83,2,Clothing,Jackets
O18550,C5904,P776,2024-05-27,515.28,462.56,5,Office Supplies,Notebooks
O18551,C8934,P403,2021-01-23,265.08,311.31,2,Toys,Dolls
O18552,C5799,P964,2023-11-03,660.06,137.14,3,Clothing,Jackets
O18553,C3021,P303,2021-02-26,1739.52,294.46,3,Home Decor,Wall Art
O18554,C5222,P103,2021-07-01,1310.52,15.3,2,Home Decor,Clocks
O18555,C4001,P914,2021-01-07,199.83,481.0,7,Toys,Puzzles
O18556,C6554,P271,2022-11-12,1243.58,276.77,3,Office Supplies,Notebooks
O18557,C3179,P158,2023-10-15,774.94,478.99,8,Electronics,Phones
