,title,type,episodes
5633,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,special,1.0
3630,Taiho Shichau zo: Second Season,tv,26.0
24495,Taiji Kedou Chengzhang Ji: Baishi Xi Wu Pian,tv,52.0
12364,Taiko no Tatsujin: 15-shuunen Kinen Short Animation,ona,1.0
14446,Taiman Blues: Ladies-hen - Mayumi,ova,2.0
16564,Taiman Blues: Shimizu Naoto-hen,ova,3.0
9486,Taimanin Asagi: Toraware no Niku Ningyou,ova,1.0
10183,Taimanin Shiranui: Inyoku no Dorei Shoufu,ova,1.0
10794,Taishou Mebiusline: Chicchai-san,tv,12.0
12591,Taishou Mebiusline: Chicchai-san - You and I,special,1.0
24780,Taiyang Baobei: Chengyu Xin Shuo,tv,150.0
14295,Taiyou no Hou: El Cantare e no Michi,movie,1.0
7252,Taiyou no Mokushiroku: A Spirit of the Sun,special,2.0
6513,Taiyou no Ouji: Horus no Daibouken,movie,1.0
17483,Taka no Tsume 7: Joou Heika no Jobuubu,movie,1.0
17432,Taka no Tsume 8: Yoshida-kun no Batten File,movie,1.0
16782,Taka no Tsume GO: Utsukushiki Elleair Shoushuu Plus,movie,1.0
18087,Taka no Tsume Yoshida-kun Batten File: Natsuyasumi Mystery Adventure,ona,5.0
17869,Taka no Tsume x Johnson: Tatakae! Jokin Shitennou,ona,2.0
15981,Taka no Tsume: Tokyo Comic Con 2017 no Ouendan ni Shuunin Kettei!,ona,1.0
1588,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,movie,1.0
2833,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,special,1.0
8908,Takarajima Memorial: Yuunagi to Yobareta Otoko,ova,1.0
7414,Tales of Crestoria: Toga Waga wo Shoite Kare wa Tatsu,special,1.0
8793,Tales of Luminaria: The Fateful Crossroad,ona,2.0
6557,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,special,1.0
5841,Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,special,1.0
2744,Tales of Symphonia The Animation: Sekai Tougou-hen,ova,3.0
5554,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,special,3.0
2798,Tales of Symphonia The Animation: Sylvarant-hen,ova,4.0
2382,Tales of Symphonia The Animation: Tethe'alla-hen,ova,4.0
5052,Tales of Symphonia The Animation: Tethe'alla-hen Specials,special,4.0
1759,Tales of Vesperia: The First Strike,movie,1.0
2292,Tales of Zestiria the Cross: Saiyaku no Jidai,special,1.0
2262,Tales of Zestiria: Doushi no Yoake,special,1.0
12449,Tales of the Rays: Everlasting Destiny,ona,1.0
18663,Tama & Friends: Sagase! Mahou no Punipuni Stone,tv,26.0
12438,Tama & Friends: Uchi no Tama Shirimasen ka?,tv,104.0
14449,Tama Gura Abayo: Moki Yumokyu Superdeluxe,music,1.0
16836,Tamagotchi Movie: Tanpen Himitsu no Otodoke Daisakusen!,movie,1.0
17720,Tamagotchi! x Taka no Tsume: Tamagotchi de Seikai Seifuku,ova,1.0
8659,Tamala 2010: A Punk Cat in Space,movie,1.0
13104,Tamala 2010: A Punk Cat in Space OVA,ova,2.0
14148,Tamaya CM: Sono Saki e-hen,ona,1.0
11048,Tamaya CM: Takusareta Omoi-hen,ona,1.0
2685,Tamayura: Hitotose,tv,12.0
3573,"Tamayura: Hitotose - Attakai Kaze no Omoide, nanode",special,1.0
2654,Tamayura: More Aggressive,tv,12.0
4209,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, nanode",special,1.0
10863,Tamayura: More Aggressive Picture Drama,special,1.0
3286,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,movie,1.0
3241,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,movie,1.0
3246,Tamayura: Sotsugyou Shashin Part 3 - Akogare,movie,1.0
2988,Tamayura: Sotsugyou Shashin Part 4 - Ashita,movie,1.0
24431,Tan Tan Mao: Qihuan Maxi Tuan,tv,52.0
24432,Tan Tan Mao: Qihuan Maxi Tuan 2,tv,52.0
24829,Tan Tan Mao: Qimiao Shijie,tv,32.0
24575,Tan Tan Mao: Qimiao Shijie 2nd Season,tv,26.0
24654,Tangguo Taikong Aoyou Ji: Nengliang Zhi Xing,tv,26.0
24796,Tangguo Taikong Aoyou Ji: Xingqiu Chong Su,tv,26.0
14097,Tanjou: Debut,ova,2.0
11597,Tanken Driland: 1000-nen no Mahou,tv,51.0
17262,Tanoshii Bunmeishi: Tetsu Monogatari,movie,1.0
9675,Tanpen Unico: Kuroi Kumo to Shiroi Hane,ova,1.0
5707,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,movie,1.0
7085,Tantei Opera Milky Holmes: Alternative,special,2.0
7809,Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,special,1.0
8005,Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,special,1.0
8109,Tantei Opera Milky Holmes: Psycho no Aisatsu,special,1.0
5207,Tantei Opera Milky Holmes: Summer Special,special,1.0
17995,Tanuki to Kitsune: Dai 5-kan Hatsubai Kinen Animation,ona,1.0
20702,Taoleujima Beoseuteo: Beullaeg-Eosseolteuui Gwihwan,movie,1.0
16004,Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,ona,1.0
5638,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",special,1.0
1443,Tasogare Otome x Amnesia: Taima Otome,special,1.0
18235,Tasukeai no Rekishi: Seimei Hoken no Hajimari,movie,1.0
16951,Tasuuketsu: Judgement Assizes,ova,1.0
18964,Tatakae! Dokan-kun: Gekitou-kun,tv,13.0
18988,Tatakae! Dokan-kun: Robolympic-hen,tv,13.0
2822,Tatakau Shisho: The Book of Bantorra,tv,27.0
3779,Tayutama: Kiss on My Deity,tv,12.0
7508,Tayutayu: Pure My Heart,special,6.0
16176,"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story",tv,
6808,Technoroid: Overmind,tv,12.0
23356,Teddy Xiong: Wanju Dazhan,movie,1.0
10121,Tegami: Haikei Juugo no Kimi e,music,1.0
3016,Tegamibachi: Hikari to Ao no Gensou Yawa,special,1.0
7017,Tegamibachi: Omakebachi,special,25.0
23685,Tegong Huan Ying 2: Conglin Tegong Dui,tv,26.0
23790,Tegong Huan Ying: Conglin Mi Ying,tv,26.0
23906,Tegong Tu: Shenmi De Wangzhan,tv,20.0
22572,Tegong Tu: Xin De Maoxian,tv,20.0
10293,Teki wa Kaizoku: Neko-tachi no Kyouen,tv,6.0
11718,"Tekkamen wo Oe: ""d'Artagnan Monogatari"" yori",special,1.0
4792,Tekken: Blood Vengeance,movie,1.0
5253,Tekken: Bloodline,ona,6.0
20048,Ten ni Yaka Reru: E ni Yoru Shougen,ova,1.0
12448,Tenchi Muyou! GXP: Paradise Shidou-hen,ova,6.0
3871,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,ova,1.0
13304,Tenchi Muyou! Ryououki: Heianmuyo! Picture Drama,ova,1.0
3153,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,ova,1.0
3472,Tenchi Muyou! in Love 2: Harukanaru Omoi,movie,1.0
5403,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,ova,1.0
3549,Tenchi Souzou Design-bu: Idea 13,special,1.0
13531,Tengai Makyou: Ziria Oboro-hen,ova,2.0
548,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,movie,1.0
356,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,movie,1.0
2931,Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume,ova,1.0
3091,Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,music,1.0
2326,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,special,1.0
4155,Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,ova,1.0
3185,Tengen Toppa Gurren Lagann: Parallel Works,music,8.0
4091,Tengen Toppa Gurren Lagann: Parallel Works 2,music,7.0
5681,"Tenioha! 2: Limit Over - Mada Mada Ippai, Ecchi Shiyo? The Animation",ova,1.0
5484,"Tenioha! 2: Nee, Motto Ecchi na Koto Ippai Shiyo? The Animation",ova,1.0
4181,Tenioha!: Onnanoko datte Honto wa Ecchi da yo?,ova,2.0
3714,Tenjou Tenge: The Past Chapter,ova,1.0
3098,Tenjou Tenge: The Ultimate Fight,ova,2.0
12741,Tenjouhen: Utsunomiko,movie,1.0
11627,Tenka Hyakken: Meiji-kan e Youkoso!,tv,12.0
16656,Tenka Touitsu Koi no Ran: Shutsujin! Saika 4-nin Shuu,ona,4.0
9080,Tenkuu Senki Shurato: Sousei e no Anto,ova,6.0
2749,Tennis no Oujisama Movie 1: Futari no Samurai - The First Game,movie,1.0
3331,Tennis no Oujisama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,movie,1.0
2681,Tennis no Oujisama: Another Story - Kako to Mirai no Message,ova,4.0
5150,Tennis no Oujisama: Another Story - Kako to Mirai no Message Specials,special,2.0
3365,Tennis no Oujisama: Another Story II - Ano Toki no Bokura,ova,4.0
5580,Tennis no Oujisama: Another Story II - Ano Toki no Bokura Specials,special,2.0
2846,Tennis no Oujisama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,movie,1.0
9729,Tennis no Oujisama: Best Games!!,ova,4.0
8322,Tennis no Oujisama: Message in a Bottle,special,1.0
6318,Tennis no Oujisama: Mini Theater,special,3.0
5705,Tennis no Oujisama: Oshougatsu Special,special,1.0
5200,Tennis no Oujisama: Pair Prince,special,8.0
2975,Tennis no Oujisama: Sonzoku Yama no Hi,ova,1.0
5827,Tennis no Oujisama: The Band of Princes Film Kick the Future,music,1.0
1298,Tennis no Oujisama: Zenkoku Taikai-hen,ova,13.0
1411,Tennis no Oujisama: Zenkoku Taikai-hen - Final,ova,7.0
1428,Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal,ova,6.0
5054,Tenpou Ibun: Ayakashi Ayashi,tv,25.0
7320,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,special,5.0
17298,Tensai Bakavon: Yomigaeru Flanders no Inu,movie,1.0
10480,Tensai Ouji no Akaji Kokka Saisei Jutsu: Short Drama,ona,5.0
10193,Tensai Ouji no Akaji Kokka Saisei Jutsu: Short Drama Specials,special,4.0
4783,"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",tv,12.0
3553,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,tv,12.0
2740,Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,special,1.0
1099,Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,movie,1.0
16108,Tensei shitara Slime Datta Ken: Coleus no Yume,ova,3.0
3713,Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,special,1.0
3278,Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,special,1.0
11577,Tenshi no Shippo Chu!: Tenshi no Utagoe,ova,1.0
762,Tensura Nikki: Tensei shitara Slime Datta Ken,tv,12.0
9746,Tentai Senshi Sunred: Short Corner,special,4.0
18263,Terajima-chou Kidan: Ginnagashi,ova,1.0
2864,Terra Formars: Bugs 2-hen,ova,2.0
8671,Terra Formars: Earth-hen,ova,2.0
3681,Terra Formars: Revenge,tv,13.0
15557,Tesla Note: Mickey to Oliver no Agent Yousei Kouza,ona,15.0
10110,Tetsujin 28-gou: Hakuchuu no Zangetsu,movie,1.0
15111,Tetsujin 28-gou: Tanjou-hen,special,1.0
12720,Tetsuwan Atom: Ao Kishi no Kan,movie,1.0
11413,Tetsuwan Atom: Atom Tanjou no Himitsu,movie,1.0
13262,Tetsuwan Atom: Chikyuu Saigo no Hi,movie,1.0
11377,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,movie,1.0
11638,"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...",movie,1.0
10359,Tetsuwan Atom: Uchuu no Yuusha,movie,1.0
3162,Tetsuwan Birdy Decode: The Cipher,ova,1.0
1543,Tetsuwan Birdy Decode:02,tv,12.0
12245,Texhnolyze: Revisit,special,1.0
10902,Tezuka Osamu Monogatari: Boku wa Son Gokuu,special,1.0
5244,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,movie,1.0
6551,Tezuka Osamu no Buddha: Owarinaki Tabi,movie,1.0
9655,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,tv,26.0
18549,Tezuka Osamu no Uchuu Wonder 3: Ginga Renmei no Shisha,movie,1.0
18365,"That's Hanakappa Musical: Pan to Gohan, Docchi nano!?",movie,1.0
15771,The Aurora: Umi no Aurora,movie,1.0
11666,The Borgman: Last Battle,ova,1.0
22758,The Dentsu Advertising Awards: Walk Walk,special,1.0
2517,The Disappearance of Conan Edogawa: The Worst Two Days in History,special,1.0
20963,The Epic of Zektbach: Ristaccia,music,1.0
19093,The Fullmoon Tradition: Indra Pilot Film,movie,1.0
8703,The Hakkenden: Shin Shou,ova,7.0
12604,The Humanoid: Ai no Wakusei Lezeria,ova,1.0
21464,The IDOLM@STER Cinderella Girls: Starlight Stage CMs,special,10.0
13044,The Kabocha Wine: Nita no Aijou Monogatari,movie,1.0
20060,The Kabocha Wine: Ore to Aitsu no Shinkon Ryokou!?,special,1.0
7307,The King of Fighters: Destiny,ona,24.0
376,The Last: Naruto the Movie,movie,1.0
8488,The Legend of Heroes: Sen no Kiseki - Northern War,tv,12.0
13310,The New A-Class.: Next Stage with YOU,ona,1.0
19254,The Primitives: Bongo and Grunge,tv,52.0
14833,The Siamese: First Mission,movie,1.0
17650,The Snack World: Hitogirai no Renny,movie,1.0
6395,The SoulTaker: Tamashii-gari,tv,13.0
11433,The SoulTaker: Tamashii-gari - Komugi Daisakusen,special,3.0
14465,"The Tales of Rien Village #1: ""Toilet ni Ittokiya""",ona,1.0
3165,The Third: Aoi Hitomi no Shoujo,tv,24.0
13359,The iDOLM@STER Cinderella Girls: 5th Live Tour Serendipity Parade!!! Manner Movie,special,1.0
4127,"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",special,1.0
8295,The iDOLM@STER Cinderella Girls: Special Program,special,1.0
9987,The iDOLM@STER Cinderella Girls: Spin-off!,ona,1.0
9940,"The iDOLM@STER Cinderella Girls: Starlight Stage - 5-shuunen Kinen ""Go Just Go!"" PV",music,1.0
2976,The iDOLM@STER Cinderella Girls: U149,tv,12.0
12220,The iDOLM@STER Cinderella Girls: U149 Recap,special,1.0
2218,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,movie,1.0
4729,The iDOLM@STER Prologue SideM: Episode of Jupiter,special,1.0
9752,The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!,special,1.0
8927,The iDOLM@STER SideM: Wake Atte Mini!,tv,12.0
13115,The iDOLM@STER SideM: Wake Atte Mini! - Shoshi Kantetsu Daisouji!,ova,1.0
16825,The iDOLM@STER SideM: Wake Atte Mini! Specials,special,3.0
2501,The iDOLM@STER: 765 Pro to Iu Monogatari,special,1.0
11283,Thermae Romae: Kodai Romajin ga Uchuu e,ona,1.0
9070,The☆Doraemons: Dokidoki Kikansha Daibakusou!,movie,1.0
9891,The☆Doraemons: Goal! Goal! Goal!!,movie,1.0
9205,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,movie,1.0
20538,The☆Doraemons: Mystery X'Mass Daisakusen,special,1.0
10398,"The☆Doraemons: Strange, Sweets, Strange?",movie,1.0
7256,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,movie,1.0
24750,Tian Tian Quan Baobei: Feixing Leyuan,tv,25.0
24841,Tian Tian Quan Baobei: Gongfu Xueyuan,tv,25.0
24751,Tian Tian Quan Baobei: Mifeng Huayuan,tv,25.0
24752,Tian Tian Quan Baobei: Saiche Xiao Zhen,tv,25.0
21707,Tian Xin Ge Ge: Henian Duanpian,special,1.0
21270,Tian Xin Ge Ge: Huanbao Xilie,special,11.0
17484,Tian Yu 2nd Season: Cang Gu Zhi Ban,ona,13.0
23997,Tianwai Fuxing: Chi Jian Chuanqi,tv,26.0
23494,Tiaowei Gongyu: Xiao Shenghuo Da Daoli,ona,40.0
24270,Tico: Shuqi de Weiji,tv,22.0
8076,Tide-Line Blue: Kyoudai,special,1.0
2713,Tiger & Bunny Movie 1: The Beginning,movie,1.0
1971,Tiger & Bunny Movie 2: The Rising,movie,1.0
9943,Tiger & Bunny: Too Many Cooks Spoil the Broth.,special,1.0
12336,Time Bokan 2000: Kaitou Kiramekiman,tv,26.0
12484,Time Bokan Series: Gyakuten Ippatsuman,tv,58.0
12802,Time Bokan Series: Itadakiman,tv,20.0
9555,Time Bokan Series: Time Patroltai Otasukeman,tv,53.0
6604,Time Bokan Series: Yatterman,tv,108.0
8831,Time Bokan Series: Yattodetaman,tv,52.0
12324,Time Bokan Series: Zenderman,tv,52.0
11338,Time Bokan: Gyakushuu no San Akunin,tv,24.0
12781,Time Driver: Bokura ga Kaita Mirai,movie,1.0
18077,Time Ranger Cesar Boy no Bouken: Roma Teikoku-hen,ova,1.0
20679,Time Slip 1923: Mori no Miracle Jishin Taiken,ova,1.0
12296,Time Slip Ichimannen: Prime Rose,special,1.0
6089,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,tv,12.0
17164,Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,special,1.0
19136,Time: Toki no Shiori,music,1.0
24643,Titi He Kiki: Moli Ketang,tv,52.0
8738,To Heart 2: Dungeon Travelers,ova,2.0
6940,To Heart: Remember My Memories,tv,13.0
9731,To Heart: Remember My Memories Specials,special,7.0
2813,To LOVE-Ru: Multiplication - Mae kara Ushiro kara,ova,1.0
6635,Toaru Kagaku no Accelerator: Tobidase Ippou-san - Hachamecha Kaishingeki,special,1.0
4083,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,ova,1.0
3403,Toaru Kagaku no Railgun S: Motto Marutto Railgun,special,2.0
6121,Toaru Kagaku no Railgun T: Motto Marutto Railgun,special,2.0
3862,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,ova,1.0
1692,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara,ova,1.0
3614,Toaru Kagaku no Railgun: Motto Marutto Railgun,special,2.0
1347,Toaru Majutsu no Index Movie: Endymion no Kiseki,movie,1.0
3612,Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,special,1.0
23802,Tobidasu Ojarumaru 3D: Maro wa Ou-sama,movie,1.0
8710,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,movie,1.0
14314,Toho Cinemas & I Love Snoopy: The Peanuts Movie Collab Logo Eizou,movie,1.0
7013,Toji no Miko: Kizamishi Issen no Tomoshibi,ova,2.0
11161,Toji no Miko: Kizamishi Issen no Tomoshibi PV,ona,2.0
13843,Toki no Daichi: Hana no Oukoku no Majo,ova,3.0
9539,Toki no Tabibito: Time Stranger,movie,1.0
6889,Toki wa Meguru: Tokyo Station,ona,1.0
18049,Toki: Kono Hoshi no Mirai wo Mitsumete,special,2.0
9820,Tokimeki Memorial: Forever With You,ova,2.0
3404,Tokimeki Memorial: Only Love,tv,25.0
6753,Tokimeki Memorial: Only Love Specials,special,2.0
18265,Tokio Heidi: Mainichi no Kodomo Uta,ona,
10638,Toku: Touken Ranbu - Hanamaru - Setsugetsuka,movie,3.0
10707,Tokyo 24-ku: Reversal Film,special,1.0
9143,Tokyo 7th Sisters: Bokura wa Aozora ni Naru,movie,1.0
17658,Tokyo 7th Sisters: Bokura wa Aozora ni Naru: Character Butai Aisatsu Eizou,movie,3.0
11824,Tokyo Babylon: Vision,music,1.0
19892,"Tokyo Dai Kuushuu: Aoyo, Kaette Koi",ova,1.0
9834,Tokyo Disney Resort: Yume ga Kanau Basho,special,1.0
1293,"Tokyo Ghoul: ""Jack""",ova,1.0
1669,"Tokyo Ghoul: ""Pinto""",ova,1.0
3841,Tokyo Ghoul:re,tv,12.0
3649,Tokyo Ghoul:re 2nd Season,tv,12.0
14759,Tokyo Juushouden: Fuuma Gogyou Denshou,ova,3.0
2878,Tokyo Majin Gakuen Kenpucho: Tou,tv,14.0
2977,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,tv,12.0
7201,Tokyo One Piece Tower: Tongari Shima no Dai Hihou,movie,1.0
5789,Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,ona,3.0
729,Tokyo Revengers: Seiya Kessen-hen,tv,13.0
16075,Tokyo Revengers: Tenjiku-hen,tv,
19777,Tomica Heroes Jobraver: Tokusou Gattai Robo,ona,
12267,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,tv,37.0
16944,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (ONA),ona,7.0
16638,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu Movie,movie,1.0
20261,Tomica Hyper Series: Next Stage,ona,4.0
12630,Tomica Kizuna Gattai: Earth Granner,tv,51.0
19362,Tomo: Tabidachi no Toki,music,1.0
2389,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,ova,1.0
23143,Tong Ge Wawa: Dou Hei Feng Guai,tv,50.0
16368,Tongari Atama no Gonta: Futatsu no Namae wo Ikita Fukushima Hisai Inu no Monogatari,movie,1.0
11710,Tongari Boushi no Memole: Marielle no Housekibako,ova,1.0
23905,Tongzi Chuanqi: Da Nao Zhao Cai Dao,tv,52.0
24040,Tongzi Chuanqi: Jixiang Zhongguo,tv,52.0
24041,Tongzi Chuanqi: Zhao Cai Dao Zongdongyuan,tv,52.0
2952,Tonikaku Kawaii: Joshikou-hen,ona,4.0
1958,Tonikaku Kawaii: Kaisou,special,1.0
619,Tonikaku Kawaii: SNS,ova,1.0
1255,Tonikaku Kawaii: Seifuku,special,1.0
8524,Tono to Issho: Gantai no Yabou,tv,12.0
8933,Tono to Issho: Ippunkan Gekijou,tv,12.0
5974,Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,ova,2.0
3897,Top Secret: The Revelation,tv,26.0
1149,Toradora!: Bentou no Gokui,special,1.0
4610,Toradora!: SOS! Kuishinbou Banbanzai,special,4.0
15649,Tori vs. Buta: Buttobi Pizza Battle,ona,1.0
6020,Toriko 3D: Kaimaku Gourmet Adventure!!,movie,1.0
8504,Toriko Hime: Hakudaku Mamire no Reijou,ova,2.0
4926,Toriko Movie: Bishokushin no Special Menu,movie,1.0
6920,Toriko no Kusari: Shojo-tachi wo Yogosu Midara na Kusabi,ova,2.0
9580,Toriko no Shizuku: Natsu no Gouka Kyakusen de Kegasareru Otome-tachi,ova,2.0
8102,Toriko: Barbarian Ivy wo Hokaku Seyo!,special,1.0
4948,Toriko: Jump Super Anime Tour 2009 Special,special,1.0
7003,Toromitsu Musume no Hitou Service: Torottoro Churu Churu Gohoushi Sasete Kudasai,ona,1.0
2317,Toshokan Sensou: Kakumei no Tsubasa,movie,1.0
3390,Toshokan Sensou: Koi no Shougai,special,1.0
9594,Toshoshitsu no Kanojo: Seiso na Kimi ga Ochiru made - The Animation,ova,6.0
7483,Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,movie,1.0
8165,Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,movie,1.0
8549,Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,movie,1.0
9055,Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,movie,1.0
8248,Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,ova,1.0
9711,Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,ova,1.0
10362,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,ova,1.0
10123,Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,ova,1.0
16883,"Tottoko Hamtarou: ""A"" kara ""N"" made Hiragana Asobi",ova,1.0
11422,Tottoko Hamtarou: Anime Dechu!,ova,1.0
13302,Tottoko Hamtarou: Best Hit Ham-chan'zu Music Clip,music,7.0
13612,Tottoko Hamtarou: Hiragana Tanken,ova,1.0
24491,Tou Xing Jiu Yue Tian: Tongnian Gushi,tv,26.0
24843,Tou Xing Jiu Yue Tian: Zhentan Xueyuan,ona,52.0
8068,Touch 2: Sayonara no Okurimono,movie,1.0
8221,Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,movie,1.0
6476,Touch: Cross Road - Kaze no Yukue,special,1.0
7168,"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",special,1.0
7823,Touch: Sebangou no Nai Ace,movie,1.0
17180,Touch: Tobidashi wa Out da yo!,ova,1.0
935,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,tv,26.0
2848,Touhou Niji Sousaku Doujin Anime: Musou Kakyou,ova,
3840,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,ova,1.0
3712,Touken Ranbu: Hanamaru,tv,12.0
9361,Touken Ranbu: Hanamaru - Makuai Kaisouroku,movie,1.0
13621,Touken Ranbu: Hanamaru - Makuai Kaisouroku Manner Movies,movie,2.0
16351,Touken Ranbu: Kyoden Moyuru Honnouji,,
12240,Toukiden: The Age of Demons - Introduction,special,1.0
15541,Toushindai My Lover: Minami tai Mecha-Minami,ova,1.0
12249,Tousouchuu: Great Mission,tv,
14775,Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,ova,1.0
2269,Towa no Quon 1: Utakata no Kaben,movie,1.0
2366,Towa no Quon 2: Konton no Ranbu,movie,1.0
2152,Towa no Quon 3: Mugen no Renza,movie,1.0
1988,Towa no Quon 4: Guren no Shoushin,movie,1.0
2068,Towa no Quon 5: Souzetsu no Raifuku,movie,1.0
1874,Towa no Quon 6: Towa no Quon,movie,1.0
13395,Tragic Silence: Shoujo Yugi,ova,1.0
6914,Transformers: Car Robots,tv,39.0
7331,Transformers: Choujin Master Force,tv,43.0
17321,Transformers: Choujin Master Force Soushuuhen,ova,4.0
12848,Transformers: Robot Masters,special,2.0
10838,Transformers: Scramble City,ova,1.0
7834,Transformers: The☆Headmasters,tv,35.0
5879,Trava: Fist Planet,ova,4.0
12556,Tres Marias: Sannin no Sei Shojo,ova,2.0
5538,Triage X: Recollection XOXO,ova,1.0
12093,Triangle Heart: Sazanami Joshi Ryo,ova,5.0
8412,Triangle Heart: Sweet Songs Forever,ova,4.0
5428,"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",tv,24.0
9434,"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",ova,2.0
688,Trigun: Badlands Rumble,movie,1.0
1641,Trinity Seven Movie 1: Eternity Library to Alchemic Girl,movie,1.0
1707,Trinity Seven Movie 2: Heavens Library to Crimson Lord,movie,1.0
1490,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,ova,1.0
7315,Tropical-Rouge! Precure Movie: Yuki no Princess to Kiseki no Yubiwa!,movie,1.0
11001,True Blue: Gaiden,ova,1.0
7047,True Tears: Mini Chara 4-koma Gekijou,special,7.0
7914,True Tears: Raigomaru to Jibeta no Monogatari,special,1.0
2299,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,movie,1.0
